user_id,/,/features/mobile,/signup,/tutorial/intro,/tutorial/step-one,/tutorial/step-two,/tutorial/step-three,/tutorial/step-four,/tutorial/end,/about,/features/web,/features,/features/desktop,/pricing
4851,7,18.0,3.0,1.0,5.0,1.0,,,,,,,,
4852,13,16.0,6.0,2.0,,,,,,,,,10.0,
4853,2,,1.0,,,,,,,,,,,
4854,13,,1.0,12.0,13.0,4.0,8.0,3.0,18.0,,,,,
4855,3,,1.0,7.0,11.0,12.0,20.0,5.0,13.0,10.0,1.0,,,
4856,13,,14.0,14.0,1.0,,,,,,17.0,,13.0,
4857,15,8.0,3.0,18.0,10.0,19.0,5.0,10.0,17.0,,3.0,17.0,,
4858,18,,2.0,20.0,,,,,,,,3.0,,
4859,5,17.0,5.0,13.0,10.0,,,,,,,,,
4860,18,,4.0,,,,,,,,2.0,,,
4861,5,,,,,,,,,,,,,
4862,14,,,,,,,,,,,,,
4863,18,7.0,10.0,13.0,7.0,3.0,8.0,19.0,9.0,,,20.0,,
4864,8,,,,,,,,,,1.0,,,
4865,7,,,,,,,,,,,,,
4866,1,,1.0,,,,,,,,,,,
4867,7,,20.0,12.0,6.0,,,,,,16.0,,,
4868,11,,,,,,,,,,,,,
4869,5,,15.0,6.0,16.0,9.0,4.0,15.0,5.0,,,13.0,,
4870,14,,20.0,10.0,5.0,5.0,9.0,5.0,,,,19.0,5.0,
4871,12,,17.0,,,,,,,,,,19.0,14.0
4872,16,,,,,,,,,,,,,
4873,13,,,,,,,,,,,,,
4874,1,,,,,,,,,,,,,
4875,16,,4.0,,,,,,,,8.0,,,15.0
4876,14,2.0,11.0,,,,,,,,,,15.0,
4877,10,,20.0,14.0,12.0,7.0,,,,,,,4.0,1.0
4878,12,11.0,1.0,,,,,,,,18.0,13.0,,
4879,19,,14.0,13.0,15.0,4.0,1.0,1.0,,,,,,
4880,14,19.0,3.0,11.0,15.0,3.0,1.0,8.0,1.0,,,,,
4881,1,,,,,,,,,,,,,
4882,2,,2.0,,,,,,,,,2.0,,
4883,8,,13.0,14.0,13.0,17.0,14.0,11.0,18.0,,,,10.0,
4884,15,1.0,4.0,8.0,13.0,20.0,4.0,8.0,1.0,,,,9.0,
4885,1,,,,,,,,,,,,,
4886,2,1.0,2.0,,,,,,,,,1.0,,
4887,18,,19.0,12.0,,,,,,15.0,,,,
4888,11,7.0,1.0,,,,,,,,,,,
4889,18,,,,,,,,,,5.0,,,
4890,11,,13.0,13.0,2.0,11.0,,,,,8.0,11.0,,
4891,8,,11.0,3.0,11.0,16.0,7.0,16.0,20.0,,,,11.0,19.0
4892,15,,18.0,20.0,,,,,,,,,13.0,
4893,10,,,,,,,,,,,,,
4894,8,,9.0,16.0,1.0,4.0,13.0,16.0,20.0,,,17.0,,
4895,16,,4.0,10.0,15.0,5.0,,,,,,13.0,,11.0
4896,19,,1.0,9.0,4.0,11.0,3.0,3.0,3.0,,3.0,,14.0,3.0
4897,3,,5.0,12.0,19.0,20.0,17.0,,,,,7.0,10.0,11.0
4898,2,,1.0,,,,,,,,2.0,,,
4899,5,,10.0,7.0,16.0,14.0,6.0,10.0,8.0,,,,19.0,
4900,9,20.0,5.0,4.0,10.0,1.0,4.0,15.0,5.0,,,12.0,,
4901,17,,2.0,13.0,14.0,16.0,5.0,9.0,6.0,,7.0,4.0,9.0,
4902,6,,7.0,10.0,17.0,20.0,7.0,2.0,17.0,,,14.0,3.0,
4903,17,9.0,7.0,12.0,14.0,9.0,20.0,2.0,13.0,,7.0,,,
4904,12,3.0,13.0,19.0,14.0,8.0,,,,,8.0,6.0,8.0,
4905,5,,8.0,5.0,3.0,17.0,8.0,10.0,12.0,,9.0,,,
4906,14,,,,,,,,,,,,,
4907,2,,,,,,,,,,,,,
4908,12,,6.0,6.0,1.0,20.0,8.0,16.0,10.0,,,20.0,10.0,
4909,1,,18.0,16.0,1.0,9.0,10.0,11.0,5.0,,16.0,,,
4910,5,18.0,2.0,14.0,19.0,10.0,,,,,,,,
4911,13,,,,,,,,,,,,,
4912,1,,17.0,20.0,16.0,8.0,17.0,17.0,3.0,,15.0,,,
4913,2,4.0,14.0,4.0,19.0,1.0,10.0,17.0,2.0,,,4.0,13.0,
4914,1,,19.0,16.0,,,,,,,,,16.0,
4915,6,5.0,9.0,3.0,18.0,20.0,5.0,18.0,,,1.0,,15.0,2.0
4916,6,,,,,,,,,,,,,
4917,12,,14.0,10.0,18.0,12.0,,,,,20.0,,,
4918,8,,1.0,12.0,12.0,5.0,,,,,,19.0,,
4919,12,,,,,,,,,,,,,
4920,1,,6.0,8.0,3.0,12.0,19.0,2.0,7.0,,1.0,,,
4921,1,,1.0,,,,,,,,2.0,,,
4922,15,,11.0,19.0,11.0,,,,,,,,,
4923,7,,10.0,13.0,19.0,19.0,15.0,1.0,3.0,1.0,,,15.0,
4924,11,,1.0,6.0,7.0,11.0,11.0,11.0,,,7.0,15.0,,
4925,8,,,,,,,,,,,,,
4926,12,1.0,1.0,6.0,11.0,1.0,12.0,,,,,11.0,,4.0
4927,1,,16.0,,,,,,,,,,13.0,
4928,11,6.0,8.0,12.0,15.0,8.0,,,,,,,,
4929,19,,20.0,18.0,13.0,4.0,20.0,1.0,,,,,,19.0
4930,1,,18.0,16.0,5.0,11.0,15.0,7.0,8.0,,8.0,,,
4931,8,,,,,,,,,,,,,
4932,5,7.0,1.0,,,,,,,,,,,
4933,19,,,,,,,,,,,,,
4934,8,10.0,18.0,18.0,14.0,5.0,18.0,4.0,1.0,,10.0,,,
4935,19,,14.0,11.0,8.0,6.0,13.0,14.0,7.0,,13.0,,,14.0
4936,20,18.0,16.0,,,,,,,,,,,
4937,1,20.0,11.0,17.0,,,,,,,5.0,,,
4938,5,3.0,1.0,5.0,8.0,20.0,18.0,17.0,2.0,,,12.0,,
4939,13,,,,,,,,,,,,,
4940,3,,5.0,18.0,7.0,16.0,17.0,12.0,,,,14.0,,
4941,19,,3.0,,,,,,,,,,,
4942,17,,5.0,19.0,20.0,17.0,,,,,,,,
4943,17,20.0,1.0,3.0,19.0,2.0,,,,,13.0,,7.0,
4944,4,,13.0,6.0,,,,,,,3.0,1.0,,
4945,15,,16.0,12.0,11.0,12.0,7.0,16.0,13.0,,,,,
4946,4,,,,,,,,,,,,,
4947,12,,11.0,16.0,,,,,,,,13.0,,
4948,6,,17.0,1.0,1.0,17.0,12.0,20.0,2.0,,,,,
4949,1,,1.0,4.0,14.0,,,,,,,,2.0,
4950,20,,9.0,9.0,10.0,6.0,12.0,5.0,,,,,,14.0
4951,16,,,,,,,,,,,,,
4952,8,,17.0,20.0,7.0,1.0,1.0,4.0,,,11.0,19.0,,18.0
4953,3,,5.0,13.0,4.0,18.0,6.0,11.0,16.0,,,20.0,,
4954,2,,1.0,,,,,,,,,2.0,,
4955,1,,,,,,,,,,13.0,,6.0,
4956,7,,,,,,,,,,,,,
4957,11,,16.0,,,,,,,,6.0,19.0,,
4958,13,,,,,,,,,,,,,
4959,1,9.0,3.0,5.0,1.0,,,,,,12.0,,,
4960,16,9.0,2.0,12.0,11.0,1.0,,,,,12.0,,,9.0
4961,19,,19.0,,,,,,,,,4.0,1.0,
4962,5,,11.0,9.0,8.0,10.0,3.0,4.0,20.0,,,,8.0,
4963,3,9.0,18.0,14.0,2.0,13.0,10.0,,,,,,,16.0
4964,2,,,,,,,,,,,,,
4965,16,,2.0,9.0,9.0,9.0,12.0,11.0,,,19.0,10.0,,
4966,10,,7.0,17.0,12.0,10.0,,,,,,1.0,,5.0
4967,4,,,,,,,,,,,,,16.0
4968,7,,,,,,,,,,,,,
4969,18,19.0,,,,,,,,,,,,
4970,20,,3.0,3.0,18.0,5.0,17.0,,,,6.0,,,
4971,18,,6.0,14.0,1.0,8.0,8.0,7.0,8.0,,2.0,3.0,10.0,
4972,10,,15.0,6.0,3.0,3.0,16.0,5.0,,,,,,
4973,1,,11.0,10.0,20.0,15.0,17.0,9.0,20.0,,,,,
4974,15,19.0,15.0,11.0,16.0,4.0,2.0,16.0,19.0,,,,,
4975,3,,,,,,,,,,,,,
4976,14,2.0,17.0,20.0,17.0,20.0,,,,,,,9.0,
4977,12,,11.0,16.0,,,,,,,,,8.0,
4978,15,,11.0,12.0,8.0,12.0,3.0,17.0,13.0,,9.0,,,14.0
4979,7,,,,,,,,,,,,,
4980,13,,8.0,,,,,,,,1.0,,,
4981,1,,18.0,19.0,3.0,11.0,7.0,,,,14.0,8.0,,
4982,15,,17.0,2.0,18.0,,,,,,,,,
4983,11,,,,,,,,,,,,,
4984,9,4.0,4.0,,,,,,,2.0,20.0,,,
4985,14,,13.0,,,,,,,,,5.0,,
4986,16,,4.0,14.0,17.0,3.0,16.0,12.0,17.0,,4.0,,,
4987,2,,1.0,,,,,,,,,1.0,1.0,
4988,20,,6.0,11.0,2.0,6.0,,,,19.0,,,10.0,
4989,11,3.0,15.0,14.0,7.0,,,,,,,,2.0,7.0
4990,10,3.0,,,,,,,,,19.0,13.0,18.0,
4991,2,,17.0,14.0,16.0,17.0,3.0,14.0,17.0,,,,1.0,
4992,1,,,,,,,,,,,,,
4993,1,17.0,16.0,17.0,19.0,3.0,14.0,10.0,5.0,,,,,
4994,16,,9.0,6.0,9.0,2.0,,,,,9.0,17.0,,
4995,11,,19.0,,,,,,,1.0,,,,
4996,2,,,,,,,,,,,,,
4997,1,1.0,1.0,,,,,,,,,,,
4998,1,,,,,,,,,,,,,
4999,11,12.0,18.0,2.0,,,,,,,,12.0,,
5000,5,,,,,,,,,,,,,
5001,10,,14.0,18.0,19.0,,,,,,,,,
5002,10,,14.0,,,,,,,,,,10.0,
5003,2,2.0,1.0,,,,,,,,,,1.0,
5004,18,,7.0,9.0,2.0,2.0,18.0,18.0,18.0,20.0,14.0,,2.0,5.0
5005,1,,,,,,,,,,,,,
5006,17,,,,,,,,,,,,,
5007,12,,,,,,,,,,,,,
5008,2,,,,,,,,,,,,,
5009,20,13.0,17.0,,,,,,,,,,19.0,
5010,2,,,,,,,,,,,,,
5011,16,,,,,,,,,,,,,
5012,1,,5.0,9.0,5.0,15.0,16.0,19.0,8.0,,,,12.0,
5013,6,,10.0,19.0,10.0,,,,,,,12.0,1.0,
5014,15,,11.0,,,,,,,,2.0,11.0,,
5015,4,2.0,17.0,10.0,8.0,16.0,13.0,12.0,3.0,,15.0,,,
5016,16,,,,,,,,,,,5.0,,
5017,16,,,,,,,,,,,,,
5018,13,10.0,5.0,4.0,,,,,,,11.0,,10.0,
5019,19,18.0,11.0,8.0,9.0,4.0,17.0,4.0,20.0,,18.0,,,
5020,15,,,,,,,,,,,,,
5021,1,,,,,,,,,,,,,
5022,2,,6.0,18.0,12.0,13.0,6.0,,,,,,,
5023,19,,,,,,,,,15.0,,12.0,,
5024,1,,2.0,1.0,,,,,,,,,,
5025,17,,17.0,,,,,,,,,,17.0,
5026,10,,5.0,6.0,2.0,17.0,13.0,2.0,12.0,13.0,,,,
5027,17,,6.0,2.0,14.0,11.0,9.0,8.0,14.0,,,,,
5028,4,,,,,,,,,,1.0,,,
5029,11,,13.0,20.0,11.0,1.0,5.0,11.0,15.0,,9.0,,7.0,
5030,3,,12.0,13.0,9.0,4.0,17.0,2.0,3.0,,,,9.0,
5031,4,,5.0,8.0,20.0,3.0,,,,,,,,
5032,17,,12.0,14.0,15.0,20.0,18.0,11.0,8.0,,,,5.0,
5033,7,,16.0,9.0,5.0,15.0,14.0,,,,,,,
5034,14,,13.0,12.0,15.0,12.0,,,,,20.0,,,
5035,13,,7.0,,,,,,,,,4.0,10.0,
5036,18,,11.0,8.0,5.0,11.0,,,,,,,,
5037,2,,,,,,,,,,,,,
5038,8,,,,,,,,,,,,,
5039,2,,2.0,,,,,,,,2.0,,,
5040,1,,20.0,11.0,16.0,16.0,20.0,15.0,19.0,,,,,15.0
5041,9,,1.0,2.0,14.0,17.0,19.0,6.0,11.0,,11.0,10.0,19.0,
5042,15,18.0,6.0,12.0,,,,,,,20.0,,14.0,
5043,4,,1.0,11.0,,,,,,,,,,
5044,18,14.0,2.0,4.0,7.0,3.0,,,,,11.0,,,
5045,19,,10.0,2.0,,,,,,,,,,
5046,14,,1.0,12.0,12.0,16.0,20.0,10.0,,,16.0,,,
5047,7,,9.0,,,,,,,,,,4.0,
5048,3,16.0,11.0,9.0,5.0,14.0,17.0,11.0,11.0,,,12.0,,
5049,9,,,,,,,,,,,,,
5050,12,,18.0,,,,,,,,,,,3.0
5051,19,,19.0,5.0,9.0,12.0,13.0,12.0,20.0,,,,12.0,
5052,19,11.0,8.0,5.0,14.0,5.0,18.0,1.0,8.0,1.0,,,,
5053,18,,,,,,,,,,,,,
5054,9,,15.0,,,,,,,,,,9.0,
5055,5,,,,,,,,,,,,4.0,
5056,3,,16.0,14.0,16.0,11.0,6.0,2.0,11.0,,17.0,,3.0,
5057,14,,14.0,15.0,10.0,,,,,,,,17.0,
5058,10,,14.0,19.0,9.0,16.0,11.0,,,,,12.0,19.0,
5059,10,,18.0,18.0,,,,,,,,,,
5060,11,,13.0,10.0,3.0,,,,,,,,,
5061,10,,5.0,14.0,8.0,3.0,5.0,7.0,11.0,,1.0,,9.0,
5062,6,,20.0,2.0,12.0,2.0,,,,,12.0,,,
5063,11,,,,,,,,,,,,,
5064,5,,16.0,8.0,20.0,,,,,,4.0,,,
5065,16,,19.0,5.0,16.0,7.0,2.0,2.0,,,,,,
5066,9,,,,,,,,,,,,,
5067,20,,,,,,,,,,,,,
5068,16,,,,,,,,,,,,,
5069,2,,1.0,14.0,3.0,18.0,15.0,17.0,17.0,,,,,
5070,9,2.0,13.0,18.0,6.0,8.0,5.0,16.0,11.0,,20.0,,7.0,
5071,18,5.0,4.0,7.0,13.0,16.0,8.0,,,,19.0,,,
5072,2,2.0,19.0,11.0,14.0,18.0,19.0,18.0,10.0,,,3.0,,14.0
5073,12,10.0,1.0,,,,,,,,,,,
5074,7,4.0,2.0,20.0,10.0,12.0,8.0,1.0,,,20.0,9.0,,
5075,2,,,,,,,,,,,,,
5076,5,,9.0,7.0,9.0,15.0,13.0,6.0,19.0,,6.0,,7.0,
5077,16,16.0,13.0,,,,,,,,10.0,5.0,,
5078,15,,19.0,2.0,20.0,,,,,,,20.0,,
5079,14,7.0,7.0,9.0,,,,,,,,,1.0,
5080,15,20.0,,,,,,,,,,,,
5081,16,,1.0,,,,,,,,,,,
5082,11,9.0,17.0,2.0,,,,,,,,,,
5083,14,11.0,16.0,,,,,,,,17.0,,,10.0
5084,13,,6.0,11.0,11.0,,,,,,,,,
5085,2,,,,,,,,,,,20.0,,
5086,6,,,,,,,,,,,,,
5087,10,15.0,14.0,,,,,,,7.0,,,4.0,
5088,12,,9.0,7.0,10.0,2.0,,,,,,18.0,,
5089,5,,,,,,,,,,,,,
5090,14,,9.0,,,,,,,,,,,
5091,19,5.0,,,,,,,,,12.0,,4.0,
5092,17,9.0,16.0,,,,,,,,7.0,,1.0,
5093,5,,5.0,3.0,6.0,10.0,13.0,14.0,5.0,,16.0,,13.0,
5094,16,2.0,12.0,6.0,6.0,17.0,15.0,,,,,,,19.0
5095,15,,,,,,,,,,10.0,19.0,3.0,
5096,5,,15.0,10.0,3.0,,,,,,,,,
5097,13,,12.0,,,,,,,,1.0,,11.0,5.0
5098,6,,,,,,,,,,,8.0,,
5099,7,,7.0,12.0,8.0,12.0,7.0,19.0,,,18.0,2.0,,
5100,20,,16.0,2.0,6.0,11.0,10.0,20.0,,,,18.0,,
5101,16,,9.0,8.0,8.0,17.0,6.0,16.0,17.0,,,,,
5102,1,,2.0,,,,,,,,1.0,,,
5103,16,,10.0,14.0,11.0,,,,,,,,,
5104,5,,10.0,,,,,,,,,,,
5105,18,,17.0,15.0,14.0,15.0,1.0,12.0,13.0,,,,,
5106,15,,,,,,,,,,,,,
5107,13,,,,,,,,,11.0,,6.0,,
5108,2,,,,,,,,,,,,,
5109,17,,,,,,,,,,,,,
5110,2,,7.0,,,,,,,20.0,2.0,,,
5111,8,10.0,15.0,14.0,11.0,20.0,14.0,,,,20.0,,7.0,3.0
5112,9,3.0,19.0,14.0,,,,,,,10.0,,,
5113,2,2.0,1.0,,,,,,,,1.0,2.0,1.0,
5114,17,,4.0,20.0,20.0,5.0,10.0,20.0,19.0,,14.0,,7.0,
5115,9,,3.0,17.0,13.0,2.0,15.0,14.0,2.0,,9.0,,,
5116,18,,7.0,13.0,1.0,9.0,10.0,5.0,17.0,3.0,,,17.0,
5117,5,2.0,2.0,4.0,13.0,14.0,14.0,15.0,12.0,,,,,16.0
5118,1,2.0,1.0,,,,,,,,,,,
5119,2,,2.0,,,,,,,,2.0,,2.0,2.0
5120,1,,19.0,3.0,19.0,7.0,9.0,11.0,5.0,,14.0,,,
5121,9,,,,,,,,,,,,,
5122,9,,15.0,,,,,,,,,,,1.0
5123,20,,5.0,1.0,6.0,,,,,,,,,
5124,10,,,,,,,,,,,,,
5125,14,,17.0,5.0,16.0,14.0,1.0,1.0,12.0,,,,,
5126,1,7.0,10.0,7.0,14.0,14.0,,,,,16.0,9.0,7.0,12.0
5127,1,1.0,2.0,,,,,,,,,,,
5128,19,,1.0,10.0,2.0,12.0,10.0,7.0,3.0,,10.0,,15.0,
5129,13,11.0,17.0,15.0,11.0,3.0,8.0,16.0,6.0,,,,,
5130,20,13.0,19.0,13.0,15.0,14.0,15.0,6.0,17.0,,,,,15.0
5131,1,,,,,,,,,,,,,
5132,7,,13.0,8.0,,,,,,,14.0,,,
5133,6,5.0,10.0,9.0,11.0,10.0,,,,,,,,
5134,4,6.0,6.0,2.0,20.0,3.0,5.0,15.0,18.0,,,,,
5135,9,,18.0,,,,,,,,,4.0,14.0,
5136,1,,2.0,6.0,5.0,,,,,,,,8.0,
5137,1,,1.0,,,,,,,,2.0,1.0,2.0,
5138,1,,1.0,,,,,,,,,2.0,,
5139,6,15.0,12.0,15.0,18.0,7.0,2.0,15.0,11.0,,,,3.0,
5140,11,,,,,,,,,,,,,
5141,20,13.0,3.0,,,,,,,,19.0,,,
5142,19,,7.0,11.0,13.0,,,,,,18.0,,2.0,
5143,2,,,,,,,,,,,,,
5144,10,8.0,17.0,,,,,,,,,,3.0,15.0
5145,10,1.0,11.0,14.0,9.0,,,,,,,,,
5146,1,,16.0,,,,,,,,,,,
5147,1,,20.0,,,,,,,1.0,,,,
5148,15,10.0,14.0,,,,,,,,,,14.0,5.0
5149,19,11.0,,,,,,,,,,,,
5150,9,5.0,15.0,8.0,2.0,4.0,16.0,4.0,16.0,,,,18.0,
5151,14,,,,,,,,,,4.0,,,
5152,2,,,,,,,,,,,10.0,10.0,
5153,14,6.0,15.0,17.0,17.0,12.0,4.0,18.0,6.0,,5.0,,18.0,
5154,12,,,,,,,,,,,,,
5155,3,3.0,1.0,5.0,11.0,20.0,,,,,18.0,,,
5156,11,,1.0,6.0,,,,,,,,,,
5157,12,13.0,15.0,,,,,,,,,,,
5158,19,,3.0,,,,,,,,,,,
5159,12,17.0,14.0,3.0,20.0,18.0,4.0,3.0,16.0,,,1.0,4.0,
5160,13,,,,,,,,,,,,,
5161,14,,6.0,2.0,12.0,9.0,1.0,17.0,2.0,,18.0,3.0,,
5162,16,,,,,,,,,,,,,
5163,2,,1.0,,,,,,,,,,,18.0
5164,16,,17.0,6.0,16.0,3.0,,,,,,,8.0,12.0
5165,1,2.0,1.0,,,,,,,,,,1.0,
5166,4,7.0,,,,,,,,,,,,
5167,8,,,,,,,,,,,,,
5168,9,,5.0,13.0,4.0,18.0,5.0,17.0,11.0,14.0,7.0,,,
5169,18,,20.0,14.0,8.0,7.0,19.0,1.0,6.0,,,,4.0,
5170,15,,,,,,,,,,,,,
5171,15,,18.0,13.0,11.0,11.0,7.0,3.0,6.0,,,9.0,5.0,
5172,17,,15.0,8.0,,,,,,,11.0,,,
5173,8,,,,,,,,,,,,,
5174,4,,5.0,15.0,9.0,1.0,13.0,19.0,7.0,,,,9.0,
5175,2,,,,,,,,,,,2.0,,
5176,17,11.0,8.0,,,,,,,,,,,
5177,14,,,,,,,,,,,,,
5178,13,,13.0,18.0,11.0,1.0,6.0,19.0,11.0,,,,,
5179,20,,14.0,15.0,,,,,,15.0,,17.0,,20.0
5180,19,10.0,11.0,17.0,11.0,6.0,3.0,9.0,10.0,,5.0,11.0,,
5181,6,,18.0,2.0,,,,,,,,,,13.0
5182,16,,4.0,7.0,8.0,5.0,12.0,,,,,,7.0,
5183,19,,20.0,20.0,3.0,6.0,8.0,9.0,3.0,,,,10.0,
5184,4,,3.0,17.0,11.0,15.0,,,,,,,,
5185,1,7.0,7.0,1.0,12.0,,,,,,,,,
5186,12,,,,,,,,,,,,,
5187,19,,,,,,,,,,,,,
5188,3,,,,,,,,,,,,,
5189,1,,2.0,,,,,,,,,,,
5190,18,,,,,,,,,,,,,
5191,1,7.0,10.0,12.0,2.0,19.0,20.0,17.0,18.0,,,,,
5192,6,9.0,16.0,13.0,4.0,8.0,10.0,,,,,,,
5193,1,1.0,2.0,,,,,,,,1.0,2.0,,1.0
5194,6,,6.0,6.0,15.0,,,,,,,,18.0,
5195,13,,9.0,11.0,14.0,,,,,,,,,
5196,4,14.0,18.0,,,,,,,,,,,17.0
5197,7,,18.0,7.0,7.0,8.0,,,,,,,,
5198,10,,5.0,16.0,2.0,18.0,15.0,15.0,6.0,,,5.0,,
5199,14,,,,,,,,,,,,,
5200,2,,1.0,,,,,,,,,,,2.0
5201,20,,,,,,,,,,,,,
5202,7,,17.0,,,,,,,,,,,
5203,15,,14.0,17.0,19.0,,,,,,,7.0,,
5204,1,,1.0,,,,,,,,,,,
5205,20,,10.0,,,,,,,,,,4.0,15.0
5206,2,,1.0,,,,,,,,,,2.0,
5207,15,,12.0,,,,,,,,11.0,,,
5208,1,,,,,,,,,,,,,
5209,2,,,,,,,,,,,,,
5210,9,,18.0,14.0,14.0,13.0,15.0,6.0,5.0,,17.0,,,
5211,19,,8.0,20.0,,,,,,,,,,
5212,13,,2.0,19.0,7.0,15.0,4.0,,,,,16.0,,
5213,10,,11.0,4.0,9.0,13.0,14.0,12.0,12.0,,,,7.0,
5214,17,,,,,,,,,,,,,
5215,10,,15.0,13.0,,,,,,,16.0,,10.0,
5216,7,,20.0,11.0,4.0,8.0,13.0,12.0,7.0,,,,,4.0
5217,1,4.0,11.0,18.0,18.0,3.0,2.0,17.0,10.0,,,,,8.0
5218,3,,14.0,19.0,4.0,8.0,5.0,8.0,9.0,,,,,
5219,14,,16.0,11.0,,,,,,,19.0,,,
5220,9,,,,,,,,,,,,,
5221,1,,11.0,8.0,20.0,1.0,,,,,,,19.0,
5222,13,,14.0,,,,,,,,,,,
5223,19,19.0,7.0,13.0,19.0,1.0,12.0,,,,9.0,,8.0,
5224,13,,8.0,20.0,17.0,,,,,,,,,
5225,4,,17.0,7.0,10.0,14.0,,,,,,,14.0,
5226,14,,,,,,,,,,,,2.0,
5227,1,,2.0,,,,,,,,,,1.0,2.0
5228,11,,3.0,20.0,17.0,,,,,,5.0,5.0,,
5229,19,,,,,,,,,,,8.0,,
5230,20,,3.0,18.0,20.0,,,,,,,,14.0,
5231,16,19.0,1.0,7.0,15.0,11.0,14.0,9.0,,,,,,
5232,8,,,,,,,,,,,,,
5233,3,,,,,,,,,,,,,
5234,20,,8.0,4.0,9.0,,,,,,1.0,,,
5235,16,,,,,,,,,,,,,
5236,17,,,,,,,,,,,,,
5237,2,2.0,,,,,,,,,,2.0,,
5238,6,,1.0,18.0,11.0,9.0,,,,,3.0,,12.0,
5239,15,,,,,,,,,,,,,
5240,3,,13.0,8.0,2.0,16.0,14.0,19.0,17.0,,20.0,,,
5241,11,2.0,10.0,7.0,2.0,15.0,9.0,19.0,18.0,,,,16.0,
5242,9,10.0,18.0,18.0,,,,,,,4.0,,,3.0
5243,16,15.0,9.0,12.0,3.0,,,,,,,,1.0,20.0
5244,15,,6.0,17.0,9.0,7.0,20.0,,,,,,,
5245,10,,9.0,15.0,14.0,15.0,,,,,,,,
5246,17,,5.0,9.0,9.0,3.0,14.0,11.0,8.0,,,19.0,,9.0
5247,19,10.0,2.0,10.0,,,,,,,15.0,,,
5248,11,12.0,15.0,17.0,14.0,20.0,16.0,19.0,6.0,,7.0,,,
5249,7,,19.0,19.0,,,,,,,,,,
5250,14,,,,,,,,,,,,20.0,
5251,2,2.0,1.0,,,,,,,,1.0,2.0,1.0,
5252,4,8.0,11.0,11.0,19.0,8.0,,,,16.0,,,,
5253,1,1.0,2.0,,,,,,,,,1.0,,
5254,5,,,,,,,,,,,,,
5255,11,,,,,,,,,,,,,
5256,10,,7.0,1.0,12.0,,,,,,10.0,6.0,,
5257,14,,,,,,,,,,,7.0,,
5258,11,,20.0,13.0,13.0,2.0,2.0,9.0,10.0,,7.0,6.0,,
5259,5,,17.0,,,,,,,,6.0,,,
5260,19,,,,,,,,,,,,,
5261,9,3.0,18.0,,,,,,,,12.0,,,
5262,16,14.0,16.0,9.0,4.0,2.0,15.0,8.0,13.0,,,,,
5263,6,,15.0,2.0,14.0,,,,,,,,,
5264,4,,20.0,16.0,15.0,17.0,,,,,,,,3.0
5265,7,15.0,,,,,,,,,,,,
5266,1,,4.0,12.0,13.0,4.0,13.0,,,,7.0,,,10.0
5267,13,,,,,,,,,,,,,
5268,3,,2.0,17.0,,,,,,,8.0,,,
5269,19,18.0,11.0,17.0,14.0,16.0,,,,,,,4.0,
5270,6,,4.0,8.0,10.0,17.0,9.0,9.0,18.0,,9.0,,,
5271,9,,,,,,,,,,,,,
5272,19,,5.0,9.0,3.0,,,,,,3.0,,,
5273,16,,15.0,9.0,15.0,10.0,16.0,20.0,3.0,,2.0,5.0,,2.0
5274,8,,9.0,16.0,13.0,20.0,2.0,1.0,13.0,,,,,
5275,2,,5.0,16.0,6.0,13.0,13.0,,,8.0,,,19.0,
5276,2,,2.0,,,,,,,,,,2.0,
5277,9,,,,,,,,,,,,,
5278,3,,,,,,,,,,,,,
5279,7,8.0,16.0,,,,,,,,,,9.0,
5280,5,,9.0,14.0,12.0,9.0,11.0,6.0,7.0,,,7.0,,11.0
5281,15,7.0,,,,,,,,20.0,,,,
5282,7,,9.0,,,,,,,,,,,
5283,17,,1.0,2.0,18.0,,,,,,,4.0,,
5284,7,,1.0,16.0,3.0,4.0,4.0,20.0,18.0,,,,5.0,
5285,20,14.0,2.0,10.0,12.0,17.0,,,,,,10.0,11.0,
5286,20,,11.0,12.0,20.0,20.0,12.0,,,,,1.0,14.0,
5287,2,,20.0,11.0,12.0,16.0,2.0,5.0,8.0,,,,,
5288,5,,16.0,1.0,2.0,7.0,,,,,16.0,,,
5289,15,,14.0,20.0,2.0,13.0,14.0,,,,2.0,,20.0,
5290,2,,11.0,,,,,,,,,,17.0,18.0
5291,15,5.0,8.0,16.0,12.0,,,,,,,,,
5292,1,,1.0,10.0,8.0,6.0,12.0,8.0,11.0,,1.0,,17.0,
5293,18,9.0,17.0,1.0,16.0,20.0,16.0,11.0,7.0,,,,9.0,
5294,9,,2.0,,,,,,,,,,,
5295,17,,,,,,,,,,,,,
5296,15,,8.0,18.0,11.0,9.0,15.0,,,,,9.0,,
5297,19,16.0,,,,,,,,,,,,
5298,7,9.0,15.0,1.0,2.0,12.0,,,,,4.0,4.0,,
5299,16,1.0,20.0,17.0,17.0,10.0,11.0,14.0,4.0,,,,,
5300,15,,17.0,2.0,18.0,14.0,9.0,16.0,18.0,,,4.0,15.0,
5301,3,2.0,3.0,5.0,2.0,12.0,19.0,7.0,13.0,,,,,
5302,15,5.0,4.0,8.0,16.0,13.0,17.0,18.0,15.0,,,,,
5303,2,,,,,,,,,,,,,
5304,1,2.0,4.0,,,,,,,,9.0,,,15.0
5305,15,14.0,5.0,,,,,,,,19.0,,,
5306,2,,2.0,1.0,4.0,3.0,12.0,8.0,16.0,,5.0,,9.0,
